x0000,y0000
1416.,-0.019375
1417.,-0.02
1418.,-0.0190625
1419.,-0.0196875
1420.,-0.02
1421.,-0.02
1422.,-0.0190625
1423.,-0.02
1424.,-0.0184375
1425.,-0.0196875
1426.,-0.019375
1427.,-0.0190625
1428.,-0.02
1429.,-0.02
1430.,-0.0190625
1431.,-0.019375
1432.,-0.0196875
1433.,-0.02
1434.,-0.019375
1435.,-0.018125
1436.,-0.02
1437.,-0.0196875
1438.,-0.01875
1439.,-0.020625
1440.,-0.0190625
1441.,-0.0203125
1442.,-0.0196875
1443.,-0.0196875
1444.,-0.0190625
1445.,-0.02
1446.,-0.0196875
1447.,-0.02
1448.,-0.01875
1449.,-0.0190625
1450.,-0.0190625
1451.,-0.0196875
